1777226335.352789,10.10.1.100:53232,,,10,37,201.204
1777226335.395353,10.10.1.100:53232,,,10,37,201.204
1777226335.437178,10.10.1.100:53232,,,10,37,201.204
1777226335.480428,10.10.1.100:53232,,,10,37,201.204
1777226335.524025,10.10.1.100:53232,,,10,37,201.204
1777226335.570334,10.10.1.100:53232,,,10,41,201.212
1777226335.613204,10.10.1.100:53232,,,10,41,201.212
1777226335.655355,10.10.1.100:53232,,,10,41,201.212
1777226335.697792,10.10.1.100:53232,,,10,41,201.212
1777226335.741732,10.10.1.100:53232,,,10,41,201.212
1777226335.786591,10.10.1.100:53232,,,10,41,201.212
1777226335.828039,10.10.1.100:53232,,,10,162,206.613
1777226335.871179,10.10.1.100:53232,,,10,162,206.613
1777226335.914630,10.10.1.100:53232,,,10,162,206.613
1777226336.003716,10.10.1.100:53232,,,10,162,206.613
1777226336.304849,10.10.1.100:53236,,,10,37,201.654
1777226336.419487,10.10.1.100:53236,,,10,37,201.654
1777226336.657545,10.10.1.100:53236,,,10,14517,201.619
1777226336.711804,10.10.1.100:53236,,,10,14517,201.619
1777226336.766503,10.10.1.100:53236,,,10,14517,201.619
1777226336.815974,10.10.1.100:53236,,,20,43477,201.355
1777226336.859353,10.10.1.100:53236,,,20,43477,201.355
1777226336.905988,10.10.1.100:53236,,,20,43477,201.355
1777226336.949136,10.10.1.100:53236,,,20,43477,201.355
1777226336.996119,10.10.1.100:53236,,,20,43477,201.355
1777226337.039544,10.10.1.100:53236,,,40,101397,201.334
1777226337.084166,10.10.1.100:53236,,,40,101397,201.334
1777226337.127996,10.10.1.100:53236,,,40,101397,201.334
1777226337.171190,10.10.1.100:53236,,,40,101397,201.334
1777226337.219858,10.10.1.100:53236,,,80,170901,201.23
1777226337.263392,10.10.1.100:53236,,,80,217237,201.23
1777226337.309322,10.10.1.100:53236,,,80,217237,201.23
1777226337.408113,10.10.1.100:53236,,,80,217237,201.23
1777226337.514548,10.10.1.100:53236,,,160,448917,201.244
1777226337.569603,10.10.1.100:53236,,,160,448917,201.244
1777226337.632718,10.10.1.100:53236,,,160,448917,201.244
1777226337.686971,10.10.1.100:53236,,,320,912277,206.384
